co_seq_curso,no_curso,qt_carga_horaria_total,co_seq_orgao,sg_orgao,no_orgao,no_formato,no_nivel,no_modalidade,ds_imagem,status,status_ordem,rank,metadata_coleta,campos_processados
45293,Manejo da Coinfecção Tuberculose-HIV,60,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/45293_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-29T20:25:18.133105', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 45293, 'titulo': 'Manejo da Coinfecção Tuberculose-HIV', 'descricao': '', 'carga_horaria': 60, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/45293', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Brasília', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
44761,Manejo da Coinfecção Tuberculose-HIV,60,4510421,FIOCRUZ - SE/UNA-SUS,Secretaria Executiva da Universidade Aberta do Sistema Único de Saúde,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/44761_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:18.133109', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 44761, 'titulo': 'Manejo da Coinfecção Tuberculose-HIV', 'descricao': '', 'carga_horaria': 60, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/44761', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Secretaria Executiva da Universidade Aberta do Sistema Único de Saúde', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
44384,Manejo da Coinfecção Tuberculose-HIV (TB-HIV),45,4510421,FIOCRUZ - SE/UNA-SUS,Secretaria Executiva da Universidade Aberta do Sistema Único de Saúde,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/44384_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:18.133113', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 44384, 'titulo': 'Manejo da Coinfecção Tuberculose-HIV (TB-HIV)', 'descricao': '', 'carga_horaria': 45, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/44384', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Secretaria Executiva da Universidade Aberta do Sistema Único de Saúde', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46326,Manejo da Tuberculose na Atenção Primária à Saúde para População com HIV,9,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46326_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:18.133118', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46326, 'titulo': 'Manejo da Tuberculose na Atenção Primária à Saúde para População com HIV', 'descricao': '', 'carga_horaria': 9, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46326', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Brasília', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46324,Manejo da Tuberculose na Atenção Primária à Saúde para População em Situação de Rua,9,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46324_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:18.133122', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46324, 'titulo': 'Manejo da Tuberculose na Atenção Primária à Saúde para População em Situação de Rua', 'descricao': '', 'carga_horaria': 9, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46324', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Brasília', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46325,Manejo da Tuberculose na Atenção Primária à Saúde para População Geral,10,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46325_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:18.133127', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46325, 'titulo': 'Manejo da Tuberculose na Atenção Primária à Saúde para População Geral', 'descricao': '', 'carga_horaria': 10, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46325', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Brasília', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46327,Manejo da Tuberculose na Atenção Primária à Saúde para População Indígena,9,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46327_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:18.133130', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46327, 'titulo': 'Manejo da Tuberculose na Atenção Primária à Saúde para População Indígena', 'descricao': '', 'carga_horaria': 9, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46327', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Brasília', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46323,Manejo da Tuberculose na Atenção Primária à Saúde para População Privada de Liberdade,8,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46323_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:18.133134', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46323, 'titulo': 'Manejo da Tuberculose na Atenção Primária à Saúde para População Privada de Liberdade', 'descricao': '', 'carga_horaria': 8, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46323', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Brasília', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
45805,Manejo do Sarampo nos Serviços de Saúde,60,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/45805_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:18.133139', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 45805, 'titulo': 'Manejo do Sarampo nos Serviços de Saúde', 'descricao': '', 'carga_horaria': 60, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/45805', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Brasília', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
45763,Medicamentos na Atenção Primária no SUS,60,13,UNIFESP,Universidade Federal de São Paulo,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/45763_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:18.133143', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 45763, 'titulo': 'Medicamentos na Atenção Primária no SUS', 'descricao': '', 'carga_horaria': 60, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/45763', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Universidade Federal de São Paulo', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46630,Medicina Rural,45,1,UFMG,Universidade Federal de Minas Gerais,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/46630_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-29T20:25:18.133147', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46630, 'titulo': 'Medicina Rural', 'descricao': '', 'carga_horaria': 45, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46630', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Extensão', 'area_tematica': '', 'instituicao': 'Universidade Federal de Minas Gerais', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46163,Medidas de proteção no manejo da COVID-19 na Atenção Especializada,15,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/46163_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:18.133150', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46163, 'titulo': 'Medidas de proteção no manejo da COVID-19 na Atenção Especializada', 'descricao': '', 'carga_horaria': 15, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46163', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Universidade Federal de Santa Catarina', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46161,Medidas de proteção no manejo da COVID-19 na Atenção Primária à Saúde,10,13,UNIFESP,Universidade Federal de São Paulo,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46161_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:18.133155', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46161, 'titulo': 'Medidas de proteção no manejo da COVID-19 na Atenção Primária à Saúde', 'descricao': '', 'carga_horaria': 10, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46161', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'Universidade Federal de São Paulo', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46671,Método Clínico Centrado na Pessoa,15,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46671_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:18.133159', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46671, 'titulo': 'Método Clínico Centrado na Pessoa', 'descricao': '', 'carga_horaria': 15, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46671', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Brasília', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
44623,Microcefalia e infecção por vírus Zika: abordagem para a estimulação precoce na atenção domiciliar,30,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/44623_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:18.133162', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 44623, 'titulo': 'Microcefalia e infecção por vírus Zika: abordagem para a estimulação precoce na atenção domiciliar', 'descricao': '', 'carga_horaria': 30, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/44623', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Universidade Federal de Santa Catarina', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46761,Monitoramento do Processo de Ensino e Aprendizagem,10,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46761_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:18.133180', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46761, 'titulo': 'Monitoramento do Processo de Ensino e Aprendizagem', 'descricao': '', 'carga_horaria': 10, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46761', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Brasília', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
44574,Monitoramento e Avaliação das Ações em Saúde,45,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/44574_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:18.133185', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 44574, 'titulo': 'Monitoramento e Avaliação das Ações em Saúde', 'descricao': '', 'carga_horaria': 45, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/44574', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Universidade Federal do Maranhão', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
44921,Monitoramento e Avaliação de Serviço de Atenção Domiciliar - AD20,45,1,UFMG,Universidade Federal de Minas Gerais,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/44921_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:18.133189', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 44921, 'titulo': 'Monitoramento e Avaliação de Serviço de Atenção Domiciliar - AD20', 'descricao': '', 'carga_horaria': 45, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/44921', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Universidade Federal de Minas Gerais', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46888,Monitoramento e Avaliação em Promoção da Saúde,30,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46888_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-29T20:25:18.133194', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46888, 'titulo': 'Monitoramento e Avaliação em Promoção da Saúde', 'descricao': '', 'carga_horaria': 30, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46888', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Brasília', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46833,Monkeypox: uma abordagem geral para profissionais de saúde,45,4511621,FIOCRUZ - MS,Fundação Oswaldo Cruz - Mato Grosso do Sul,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/46833_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-29T20:25:19.379150', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46833, 'titulo': 'Monkeypox: uma abordagem geral para profissionais de saúde', 'descricao': '', 'carga_horaria': 45, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46833', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Extensão', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Mato Grosso do Sul', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
45392,Morbimortalidade por causas externas da saúde do homem,30,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/45392_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:19.379166', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 45392, 'titulo': 'Morbimortalidade por causas externas da saúde do homem', 'descricao': '', 'carga_horaria': 30, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/45392', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Extensão', 'area_tematica': '', 'instituicao': 'Universidade Federal de Santa Catarina', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
47026,Morbimortalidade por causas externas na saúde do homem (2024),30,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/47026_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-29T20:25:19.379171', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 47026, 'titulo': 'Morbimortalidade por causas externas na saúde do homem (2024)', 'descricao': '', 'carga_horaria': 30, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/47026', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Universidade Federal de Santa Catarina', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46638,Mudanças no Financiamento do SUS,45,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/46638_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:19.379175', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46638, 'titulo': 'Mudanças no Financiamento do SUS', 'descricao': '', 'carga_horaria': 45, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46638', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Extensão', 'area_tematica': '', 'instituicao': 'Universidade Federal do Maranhão', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46121,Objetivos de Aprendizagem,15,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46121_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:19.379181', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46121, 'titulo': 'Objetivos de Aprendizagem', 'descricao': '', 'carga_horaria': 15, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46121', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Brasília', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
44645,Odontologia para Pacientes com Comprometimento Sistêmico,45,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/44645_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:19.379192', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 44645, 'titulo': 'Odontologia para Pacientes com Comprometimento Sistêmico', 'descricao': '', 'carga_horaria': 45, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/44645', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Universidade Federal do Maranhão', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
28645,O Fazer da Saúde Indígena,60,13,UNIFESP,Universidade Federal de São Paulo,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/28645_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:19.379196', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 28645, 'titulo': 'O Fazer da Saúde Indígena', 'descricao': '', 'carga_horaria': 60, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/28645', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Universidade Federal de São Paulo', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
